time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-25T10:42:13.440Z,-58.9916,149.1339,31.53,5,mb,,109,7.029,1.19,us,us1000f114,2018-06-25T11:01:43.040Z,"West of Macquarie Island",earthquake,11.9,5.7,0.097,34,reviewed,us,us
2018-06-25T10:22:12.600Z,19.4300003,-155.3261719,-1.13,2.81,ml,10,134,0.03392,0.36,hv,hv70318056,2018-06-25T18:25:00.750Z,"9km W of Volcano, Hawaii",earthquake,1.44,0.89,0.32,7,automatic,hv,hv
2018-06-25T10:18:15.000Z,-17.8378,168.1429,59.26,4.4,mb,,250,3.045,0.77,us,us1000f1k8,2018-06-25T22:08:36.052Z,"22km WSW of Port-Vila, Vanuatu",earthquake,9.8,12.7,0.156,12,reviewed,us,us
2018-06-25T10:15:23.420Z,19.4038334,-155.2561646,1.18,2.62,ml,10,144,0.008927,0.25,hv,hv70318041,2018-06-25T18:18:06.531Z,"3km SSW of Volcano, Hawaii",earthquake,0.64,0.68,0.49,11,automatic,hv,hv
2018-06-25T10:11:32.130Z,19.3996667,-155.2758333,0.89,3.33,md,22,45,0.00475,0.09,hv,hv70318036,2018-06-25T23:50:56.303Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.042,6,reviewed,hv,hv
2018-06-25T10:10:38.870Z,19.3986664,-155.2653351,0.99,3.38,ml,56,35,0.0007816,0.26,hv,hv70318031,2018-06-25T18:13:05.406Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.2,3.39,35,automatic,hv,hv
2018-06-25T09:49:07.370Z,19.4179993,-155.2855072,0.77,2.62,ml,42,29,0.001373,0.23,hv,hv70317961,2018-06-26T00:03:19.793Z,"5km WSW of Volcano, Hawaii",earthquake,0.24,0.14,1.91,26,automatic,hv,hv
2018-06-25T09:46:47.570Z,19.3980007,-155.2663269,1.51,2.58,ml,21,71,0.0003676,0.18,hv,hv70317956,2018-06-26T00:03:14.528Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.25,0.37,15,automatic,hv,hv
2018-06-25T09:39:30.240Z,19.4055004,-155.2601624,0.41,3.03,ml,48,36,0.006558,0.38,hv,hv70317931,2018-06-25T09:45:13.630Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.27,3.15,34,automatic,hv,hv
2018-06-25T09:39:14.020Z,19.4195004,-155.2663269,0.97,3.02,ml,17,64,0.006183,0.15,hv,hv70317926,2018-06-25T09:44:55.030Z,"3km WSW of Volcano, Hawaii",earthquake,0.34,0.17,3.16,34,automatic,hv,hv
2018-06-25T09:31:59.820Z,19.4309998,-155.2791595,1.42,2.47,ml,12,103,0.006383,0.14,hv,hv70317896,2018-06-26T00:03:25.554Z,"4km W of Volcano, Hawaii",earthquake,0.44,0.3,0.28,13,automatic,hv,hv
2018-06-25T09:25:36.860Z,19.4104996,-155.2720032,0.9,2.52,ml,34,42,0.01155,0.23,hv,hv70317866,2018-06-26T00:03:30.821Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.2,0.37,18,automatic,hv,hv
2018-06-25T09:22:10.890Z,19.4213333,-155.2708282,0.96,2.47,ml,18,52,0.00644,0.09,hv,hv70317856,2018-06-25T09:27:53.350Z,"3km WSW of Volcano, Hawaii",earthquake,0.18,0.15,0.34,17,automatic,hv,hv
2018-06-25T09:18:49.710Z,19.4191666,-155.2648315,1.64,2.78,ml,15,102,0.005321,0.17,hv,hv70317841,2018-06-25T09:24:37.200Z,"3km WSW of Volcano, Hawaii",earthquake,0.45,0.25,0.38,14,automatic,hv,hv
2018-06-25T09:17:43.150Z,19.4021664,-155.2658386,0.71,2.59,ml,41,56,0.003908,0.18,hv,hv70317836,2018-06-26T00:03:35.795Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.15,0.46,23,automatic,hv,hv
2018-06-25T09:12:01.050Z,19.4338341,-154.9141693,0.63,2.85,ml,16,191,0.02215,0.27,hv,hv70317816,2018-06-25T23:58:40.290Z,"3km S of Leilani Estates, Hawaii",earthquake,0.67,0.42,0.26,3,automatic,hv,hv
2018-06-25T08:59:56.410Z,19.4008331,-155.272171,1.82,2.57,ml,10,128,0.005611,0.3,hv,hv70317766,2018-06-25T09:06:21.971Z,"4km SW of Volcano, Hawaii",earthquake,0.87,0.46,0.55,16,automatic,hv,hv
2018-06-25T08:57:19.330Z,19.3978329,-155.2845001,1.8,2.55,ml,31,34,0.01054,0.24,hv,hv70317761,2018-06-25T09:08:45.361Z,"6km SW of Volcano, Hawaii",earthquake,0.3,0.25,0.37,20,automatic,hv,hv
2018-06-25T08:46:25.410Z,19.4069996,-155.2741699,0.52,2.67,ml,42,30,0.01158,0.21,hv,hv70317731,2018-06-25T08:52:06.370Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.18,2.97,29,automatic,hv,hv
2018-06-25T08:37:13.390Z,19.4120007,-155.2788391,0.9,2.8,ml,41,30,0.007506,0.17,hv,hv70317701,2018-06-25T08:43:21.771Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.15,2.5,28,automatic,hv,hv
2018-06-25T08:37:08.580Z,19.4061661,-155.2731628,1.7,2.76,ml,13,210,0.0154,0.26,hv,hv70317696,2018-06-25T08:42:49.800Z,"4km SW of Volcano, Hawaii",earthquake,1,0.39,2.86,31,automatic,hv,hv
2018-06-25T08:22:21.670Z,19.4016666,-155.260498,0,2.51,ml,37,46,0.006236,0.27,hv,hv70317636,2018-06-25T08:28:37.444Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.22,2.09,22,automatic,hv,hv
2018-06-25T08:21:56.260Z,40.6453,23.3164,10,4.1,mwr,,32,0.832,0.63,us,us1000f0xl,2018-06-25T21:46:54.801Z,"8km ENE of Gerakarou, Greece",earthquake,2,1.9,0.093,11,reviewed,us,us
2018-06-25T08:06:09.070Z,19.4061661,-155.1916656,7.15,2.61,ml,12,290,0.06465,0.21,hv,hv70317581,2018-06-25T08:18:39.341Z,"5km ESE of Volcano, Hawaii",earthquake,1.69,1.54,0.48,10,automatic,hv,hv
2018-06-25T07:49:21.380Z,19.4109993,-155.2733307,1.39,2.76,ml,43,40,0.01213,0.2,hv,hv70317521,2018-06-25T07:55:02.920Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.17,2.49,29,automatic,hv,hv
2018-06-25T07:43:54.900Z,19.3986664,-155.2613373,-0.79,2.63,ml,22,91,0.004452,0.31,hv,hv70317511,2018-06-25T07:49:37.790Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.28,3.18,31,automatic,hv,hv
2018-06-25T07:43:41.440Z,19.421833,-155.2769928,0.63,2.83,ml,9,234,0.007885,0.2,hv,hv70317506,2018-06-25T07:49:22.700Z,"4km WSW of Volcano, Hawaii",earthquake,1.02,0.25,1.96,26,automatic,hv,hv
2018-06-25T07:38:05.260Z,19.3776665,-155.2741699,-0.39,2.53,ml,11,166,0.01134,0.26,hv,hv70317486,2018-06-25T07:43:46.770Z,"7km SSW of Volcano, Hawaii",earthquake,0.6,0.32,0.51,14,automatic,hv,hv
2018-06-25T07:34:40.680Z,19.4204998,-155.2621613,1.21,2.45,ml,29,76,0.002775,0.22,hv,hv70317471,2018-06-25T07:40:22.960Z,"2km WSW of Volcano, Hawaii",earthquake,0.28,0.3,0.35,15,automatic,hv,hv
2018-06-25T07:33:41.240Z,38.1438333,-112.569,7.64,2.46,ml,26,43,0.3203,0.13,uu,uu60286717,2018-06-25T15:34:06.330Z,"16km SSE of Beaver, Utah",earthquake,0.26,0.66,0.177,13,reviewed,uu,uu
2018-06-25T07:31:02.950Z,19.4151669,-155.2718353,0.81,2.59,ml,40,63,0.01098,0.31,hv,hv70317466,2018-06-25T07:36:44.940Z,"3km WSW of Volcano, Hawaii",earthquake,0.43,0.26,0.41,20,automatic,hv,hv
2018-06-25T07:30:34.940Z,19.4121666,-155.2655029,0.96,2.6,ml,11,92,0.005311,0.09,hv,hv70317461,2018-06-25T07:36:16.580Z,"3km SW of Volcano, Hawaii",earthquake,0.55,0.37,0.46,19,automatic,hv,hv
2018-06-25T07:28:08.860Z,19.3943329,-155.279007,1.85,2.64,ml,40,41,0.005167,0.19,hv,hv70317456,2018-06-25T07:33:48.810Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.19,1.96,25,automatic,hv,hv
2018-06-25T07:17:40.790Z,19.0456,-68.4843,72,2.63,md,8,218,0.5416,0.35,pr,pr2018176003,2018-06-25T13:11:06.380Z,"47km NNE of Otra Banda, Dominican Republic",earthquake,8.35,7.17,0.66,6,reviewed,pr,pr
2018-06-25T07:07:09.730Z,19.3978329,-155.2624969,0.31,2.55,ml,21,91,0.003362,0.27,hv,hv70317381,2018-06-25T07:12:53.840Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.34,0.41,14,automatic,hv,hv
2018-06-25T06:46:04.730Z,55.4623,-148.6865,7.28,3.6,ml,,204,3.109,1.11,us,us1000f0v0,2018-06-25T07:28:29.040Z,"Gulf of Alaska",earthquake,5.5,7.8,0.066,30,reviewed,us,us
2018-06-25T06:39:04.600Z,19.3501663,-155.5350037,11.92,2.73,ml,20,87,0.06258,0.32,hv,hv70317276,2018-06-25T06:45:26.247Z,"17km NNW of Pahala, Hawaii",earthquake,0.9,1.32,0.31,9,automatic,hv,hv
2018-06-25T06:22:16.010Z,-2.8202,100.1566,50.49,4.9,mb,,113,3.185,0.76,us,us1000f0ui,2018-06-25T06:42:05.040Z,"158km WSW of Sungaipenuh, Indonesia",earthquake,4.8,7.3,0.07,65,reviewed,us,us
2018-06-25T06:19:17.660Z,19.4033337,-155.2596741,0.93,2.57,ml,35,54,0.00871,0.14,hv,hv70317206,2018-06-25T06:35:51.794Z,"3km SW of Volcano, Hawaii",earthquake,0.18,0.17,0.47,17,automatic,hv,hv
2018-06-25T06:03:05.480Z,19.4068336,-155.263504,1.62,2.66,ml,38,46,0.006247,0.2,hv,hv70317166,2018-06-25T06:23:28.790Z,"3km SW of Volcano, Hawaii",earthquake,0.29,0.17,0.36,21,automatic,hv,hv
2018-06-25T05:20:00.790Z,13.6868,-90.7033,51.28,4.6,mb,,162,1.43,1.38,us,us1000f0tn,2018-06-26T01:37:50.054Z,"27km S of Iztapa, Guatemala",earthquake,8.4,10.9,0.04,187,reviewed,us,us
2018-06-25T05:14:48.650Z,36.7789,21.4071,30.35,5.5,mww,,46,0.575,1.04,us,us1000f0te,2018-06-25T20:54:57.800Z,"26km W of Methoni, Greece",earthquake,5.3,4.5,0.055,32,reviewed,us,us
2018-06-25T05:14:23.740Z,46.9133333,-112.538,12.4,2.84,ml,22,116,0.091,0.21,mb,mb80299269,2018-06-25T13:28:12.190Z,"11km ESE of Lincoln, Montana",earthquake,0.46,0.55,0.293,19,reviewed,mb,mb
2018-06-25T05:13:48.130Z,47.7622,146.5409,439.15,4,mb,,124,2.692,0.76,us,us1000f0tk,2018-06-25T06:55:35.040Z,"216km SW of Vostok, Russia",earthquake,12.5,9.5,0.046,125,reviewed,us,us
2018-06-25T03:58:14.750Z,19.3633333,-155.0443333,6.4,3.26,ml,11,175,0.04854,0.08,hv,hv70316771,2018-06-26T01:39:46.712Z,"16km SW of Leilani Estates, Hawaii",earthquake,0.98,1.46,0.178,33,reviewed,hv,hv
2018-06-25T03:35:51.410Z,-1.3826,69.2934,10,4.5,mb,,168,4.143,0.96,us,us1000f0sz,2018-06-25T04:26:57.040Z,"Carlsberg Ridge",earthquake,10,1.9,0.156,12,reviewed,us,us
2018-06-25T03:33:29.560Z,6.995,-82.6901,10,4.5,mb,,146,1.538,1.07,us,us1000f0sl,2018-06-25T04:02:11.040Z,"116km S of Punta de Burica, Panama",earthquake,7.5,1.9,0.045,142,reviewed,us,us
2018-06-25T03:27:09.110Z,19.4213333,-155.2754974,0.36,2.7,ml,44,40,0.003936,0.2,hv,hv70316686,2018-06-25T03:47:24.060Z,"4km WSW of Volcano, Hawaii",earthquake,0.25,0.18,2.61,27,automatic,hv,hv
2018-06-25T03:20:44.300Z,-8.1684,120.1818,199.24,4.5,mb,,59,2.086,1.31,us,us1000f0sj,2018-06-25T03:36:37.040Z,"17km NNW of Nggilat, Indonesia",earthquake,7.7,5.5,0.077,50,reviewed,us,us
2018-06-25T03:13:03.910Z,19.3503342,-155.1880035,6.26,2.5,ml,9,117,0.03392,0.13,hv,hv70316646,2018-06-25T03:18:47.850Z,"10km SSE of Volcano, Hawaii",earthquake,1.19,0.96,0.31,4,automatic,hv,hv
2018-06-25T02:29:21.380Z,-18.7982,-177.6736,564.11,4.7,mb,,41,4.193,1.05,us,us1000f0s5,2018-06-25T02:47:27.040Z,"231km NNE of Ndoi Island, Fiji",earthquake,11.2,8.3,0.032,290,reviewed,us,us
2018-06-25T02:22:36.820Z,19.3311672,-155.1928406,7.26,2.77,ml,47,86,0.04749,0.22,hv,hv70316491,2018-06-25T03:13:41.040Z,"11km SSE of Volcano, Hawaii",earthquake,0.42,0.49,3.18,15,automatic,hv,hv
2018-06-25T02:12:24.210Z,19.4106667,-155.283,0.9,5.2,mw,34,25,0.007035,0.11,hv,hv70316456,2018-06-25T18:02:26.136Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.18,0.13,,47,reviewed,hv,hv
2018-06-25T02:10:46.390Z,19.4156667,-155.276,0.63,3.76,ml,22,44,0.007896,0.09,hv,hv70316451,2018-06-25T22:16:14.314Z,"3km W of Volcano, Hawaii",earthquake,0.15,0.13,0.155,8,reviewed,hv,hv
2018-06-25T02:08:09.960Z,19.3908333,-155.2695,0.4,3.53,ml,27,65,0.00597,0.12,hv,hv70316441,2018-06-25T18:54:27.342Z,"5km SW of Volcano, Hawaii",earthquake,0.1,0.1,0.217,25,reviewed,hv,hv
2018-06-25T02:07:52.910Z,19.3941669,-155.2668304,-0.14,3.9,ml,28,54,0.004123,0.26,hv,hv70316436,2018-06-25T18:46:17.436Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.16,4.1,33,automatic,hv,hv
2018-06-25T02:05:52.200Z,19.4073334,-155.258667,-0.17,2.93,ml,36,46,0.004865,0.21,hv,hv70316426,2018-06-25T10:08:29.599Z,"3km SW of Volcano, Hawaii",earthquake,0.24,0.21,2.88,31,automatic,hv,hv
2018-06-25T02:04:06.230Z,19.4050007,-155.260498,0.41,2.79,ml,30,46,0.007074,0.26,hv,hv70316421,2018-06-25T02:09:48.940Z,"3km SW of Volcano, Hawaii",earthquake,0.24,0.21,0.47,17,automatic,hv,hv
2018-06-25T01:57:51.590Z,19.4221668,-155.2709961,-0.05,2.7,ml,18,107,0.005801,0.17,hv,hv70316411,2018-06-25T10:00:33.431Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.16,3.67,23,automatic,hv,hv
2018-06-25T01:57:44.860Z,19.390667,-155.2924957,0.21,2.96,ml,35,40,0.001562,0.31,hv,hv70316401,2018-06-25T10:00:28.354Z,"7km SW of Volcano, Hawaii",earthquake,0.24,0.24,3.23,33,automatic,hv,hv
2018-06-25T01:54:38.060Z,19.3579998,-155.2828369,-1.14,2.86,ml,10,275,0.04306,0.29,hv,hv70316391,2018-06-25T02:00:20.700Z,"9km SSW of Volcano, Hawaii",earthquake,2.81,0.94,0.26,7,automatic,hv,hv
2018-06-25T01:49:12.810Z,19.4309998,-155.2963409,-1.11,2.93,ml,13,103,0.01111,0.2,hv,hv70316376,2018-06-25T03:19:29.466Z,"6km W of Volcano, Hawaii",earthquake,0.42,0.61,0.31,5,automatic,hv,hv
2018-06-25T01:45:24.470Z,19.4004993,-155.2489929,1.74,2.91,ml,20,103,0.01507,0.24,hv,hv70316361,2018-06-25T01:51:05.220Z,"3km SSW of Volcano, Hawaii",earthquake,0.43,0.51,0.47,8,automatic,hv,hv
